#HDR T 700.000000
#HDR DT 0.040000
#HDR theta0 0.087000
#HDR omega0 1000.000000
#HDR L 1.000000
#HDR M 1.000000
#HDR g 9.810000
#passo tempo theta w alpha
510.000000 20.400000 20398.294922 999.824707 -0.648731
511.000000 20.439999 20438.287109 999.967224 7.773214
512.000000 20.480000 20478.291016 999.929688 -9.650281
513.000000 20.520000 20518.281250 999.837463 5.040556
514.000000 20.559999 20558.279297 999.996826 2.927420
515.000000 20.600000 20598.281250 999.876953 -8.920971
516.000000 20.639999 20638.267578 999.877258 8.935835
517.000000 20.680000 20678.269531 999.996765 -2.961642
518.000000 20.719999 20718.267578 999.837341 -5.009744
519.000000 20.760000 20758.257812 999.929993 9.643769
520.000000 20.799999 20798.263672 999.966736 -7.806665
521.000000 20.840000 20838.255859 999.824646 0.703637
522.000000 20.879999 20878.248047 999.976257 6.876321
523.000000 20.920000 20918.253906 999.917725 -9.801846
524.000000 20.959999 20958.242188 999.844666 6.150100
525.000000 21.000000 20998.242188 999.999512 1.593015
526.000000 21.039999 21038.244141 999.866089 -8.264678
527.000000 21.080000 21078.232422 999.889160 9.418443
528.000000 21.119999 21118.236328 999.992126 -4.271523
529.000000 21.160000 21158.232422 999.831360 -3.766818
530.000000 21.199999 21198.222656 999.941895 9.292606
531.000000 21.240000 21238.228516 999.956360 -8.568230
532.000000 21.279999 21278.218750 999.826233 2.061369
533.000000 21.320000 21318.212891 999.983826 5.817939
534.000000 21.359999 21358.216797 999.904968 -9.761828
535.000000 21.400000 21398.205078 999.852844 7.155884
536.000000 21.439999 21438.205078 1000.000488 0.227473
537.000000 21.480000 21478.205078 999.855835 -7.459306
538.000000 21.520000 21518.193359 999.900757 9.706313
539.000000 21.559999 21558.197266 999.985962 -5.445478
540.000000 21.600000 21598.193359 999.827332 -2.485291
541.000000 21.639999 21638.183594 999.953064 8.771941
542.000000 21.680000 21678.189453 999.945618 -9.143813
543.000000 21.719999 21718.179688 999.829956 3.360816
544.000000 21.760000 21758.175781 999.990356 4.659521
545.000000 21.799999 21798.179688 999.892944 -9.531013
546.000000 21.840000 21838.167969 999.862732 8.021804
547.000000 21.879999 21878.167969 1000.000305 -1.142514
548.000000 21.920000 21918.167969 999.847473 -6.497832
549.000000 21.959999 21958.156250 999.913696 9.809847
550.000000 22.000000 21998.160156 999.979309 -6.530256
551.000000 22.039999 22038.154297 999.825562 -1.156533
552.000000 22.080000 22078.146484 999.963928 8.073702
553.000000 22.119999 22118.150391 999.934509 -9.545624
554.000000 22.160000 22158.140625 999.835510 4.596393
555.000000 22.199999 22198.138672 999.995667 3.410031
556.000000 22.240000 22238.140625 999.881470 -9.120979
557.000000 22.279999 22278.128906 999.873474 8.722181
558.000000 22.320000 22318.130859 999.998108 -2.490171
559.000000 22.359999 22358.128906 999.839783 -5.425329
560.000000 22.400000 22398.119141 999.925720 9.721642
561.000000 22.439999 22438.123047 999.970398 -7.487397
562.000000 22.480000 22478.115234 999.824524 0.194205
563.000000 22.519999 22518.107422 999.973022 7.230620
564.000000 22.559999 22558.111328 999.922302 -9.766026
565.000000 22.600000 22598.099609 999.841553 5.729076
566.000000 22.639999 22638.097656 999.998779 2.131311
567.000000 22.680000 22678.099609 999.870483 -8.547029
568.000000 22.719999 22718.085938 999.884399 9.244041
569.000000 22.760000 22758.089844 999.994202 -3.753781
570.000000 22.799999 22798.085938 999.833435 -4.284225
571.000000 22.840000 22838.076172 999.936951 9.458828
572.000000 22.879999 22878.082031 999.960571 -8.277692
573.000000 22.920000 22918.074219 999.825439 1.522327
574.000000 22.959999 22958.068359 999.980896 6.250126
575.000000 23.000000 22998.074219 999.909912 -9.799982
576.000000 23.039999 23038.062500 999.849609 6.783670
577.000000 23.080000 23078.062500 1000.000427 0.755927
578.000000 23.119999 23118.062500 999.859680 -7.791984
579.000000 23.160000 23158.050781 999.896179 9.615496
580.000000 23.199999 23198.054688 999.988525 -4.997602
581.000000 23.240000 23238.050781 999.828735 -2.993348
582.000000 23.279999 23278.041016 999.948792 8.995982
583.000000 23.320000 23318.046875 999.949951 -8.938923
584.000000 23.359999 23358.037109 999.828369 2.859009
585.000000 23.400000 23398.031250 999.988220 5.134534
586.000000 23.439999 23438.035156 999.898010 -9.645902
587.000000 23.480000 23478.023438 999.858948 7.693802
588.000000 23.519999 23518.023438 1000.000916 -0.596401
589.000000 23.559999 23558.023438 999.851013 -6.898277
590.000000 23.600000 23598.011719 999.908875 9.791455
591.000000 23.639999 23638.015625 999.982483 -6.111072
592.000000 23.680000 23678.009766 999.826294 -1.698963
593.000000 23.719999 23718.000000 999.959961 8.382376
594.000000 23.760000 23758.003906 999.939636 -9.398867
595.000000 23.799999 23797.994141 999.833435 4.087627
596.000000 23.840000 23837.992188 999.993896 3.936144
597.000000 23.879999 23877.996094 999.886475 -9.308506
598.000000 23.920000 23917.984375 999.869446 8.457718
599.000000 23.959999 23957.984375 999.999878 -1.937395
600.000000 24.000000 23997.982422 999.843384 -5.888808
601.000000 24.039999 24037.972656 999.921265 9.781334
602.000000 24.080000 24077.976562 999.974731 -7.108405
603.000000 24.119999 24117.968750 999.825073 -0.373196
604.000000 24.160000 24157.960938 999.969666 7.601842
605.000000 24.199999 24197.964844 999.927795 -9.696044
606.000000 24.240000 24237.955078 999.839355 5.275241
607.000000 24.279999 24277.953125 999.998108 2.662950
608.000000 24.320000 24317.955078 999.875305 -8.802682
609.000000 24.359999 24357.941406 999.880188 9.046144
610.000000 24.400000 24397.945312 999.996277 -3.241570
611.000000 24.439999 24437.943359 999.836365 -4.753815
612.000000 24.480000 24477.933594 999.932983 9.585323
613.000000 24.519999 24517.939453 999.965027 -7.981800
614.000000 24.559999 24557.931641 999.825317 0.997593
615.000000 24.600000 24597.923828 999.978516 6.662789
616.000000 24.639999 24637.929688 999.915588 -9.809439
617.000000 24.680000 24677.917969 999.846924 6.377174
618.000000 24.719999 24717.917969 1000.000488 1.301176
619.000000 24.760000 24757.919922 999.864502 -8.101994
620.000000 24.799999 24797.908203 999.892395 9.496705
621.000000 24.840000 24837.912109 999.991638 -4.535188
622.000000 24.879999 24877.908203 999.831055 -3.492697
623.000000 24.920000 24917.900391 999.944946 9.187152
624.000000 24.959999 24957.906250 999.954346 -8.716833
625.000000 25.000000 24997.896484 999.827332 2.367482
626.000000 25.039999 25037.890625 999.985901 5.561986
627.000000 25.080000 25077.894531 999.902649 -9.725723
628.000000 25.119999 25117.882812 999.855469 7.367128
629.000000 25.160000 25157.882812 1000.001099 -0.086744
630.000000 25.199999 25197.882812 999.854309 -7.251421
631.000000 25.240000 25237.871094 999.904236 9.746893
632.000000 25.279999 25277.875000 999.985107 -5.704020
633.000000 25.320000 25317.871094 999.827454 -2.180081
634.000000 25.359999 25357.861328 999.956360 8.626780
635.000000 25.400000 25397.867188 999.943848 -9.252928
636.000000 25.439999 25437.857422 999.831848 3.654264
637.000000 25.480000 25477.853516 999.992554 4.380648
638.000000 25.519999 25517.857422 999.891113 -9.451727
639.000000 25.559999 25557.845703 999.866028 8.198541
640.000000 25.599998 25597.845703 1000.000916 -1.453975
641.000000 25.639999 25637.843750 999.846375 -6.273859
642.000000 25.680000 25677.832031 999.917053 9.807062
643.000000 25.719999 25717.835938 999.978271 -6.747469
644.000000 25.760000 25757.830078 999.826050 -0.863033
645.000000 25.799999 25797.822266 999.966858 7.902461
646.000000 25.840000 25837.826172 999.932739 -9.609339
647.000000 25.879999 25877.816406 999.837646 4.854959
648.000000 25.920000 25917.814453 999.997375 3.131852
649.000000 25.959999 25957.816406 999.879822 -9.008235
650.000000 26.000000 25997.804688 999.876709 8.853271
651.000000 26.039999 26037.806641 999.998291 -2.774415
652.000000 26.080000 26077.804688 999.839233 -5.177065
653.000000 26.119999 26117.794922 999.929260 9.677735
654.000000 26.160000 26157.800781 999.969055 -7.686556
655.000000 26.199999 26197.792969 999.825500 0.508229
656.000000 26.240000 26237.785156 999.975952 7.014578
657.000000 26.279999 26277.791016 999.920410 -9.791912
658.000000 26.320000 26317.779297 999.844482 5.996353
659.000000 26.359999 26357.777344 1000.000488 1.804707
660.000000 26.400000 26397.779297 999.869019 -8.378483
661.000000 26.439999 26437.767578 999.888550 9.356066
662.000000 26.480000 26477.771484 999.994141 -4.077014
663.000000 26.519999 26517.767578 999.833313 -3.964366
664.000000 26.559999 26557.757812 999.941223 9.359254
665.000000 26.599998 26597.763672 999.959167 -8.461510
666.000000 26.639999 26637.755859 999.827332 1.869558
667.000000 26.680000 26677.750000 999.984192 5.974408
668.000000 26.719999 26717.753906 999.908081 -9.779262
669.000000 26.760000 26757.742188 999.852905 7.020545
670.000000 26.799999 26797.742188 1000.001770 0.423147
671.000000 26.840000 26837.742188 999.858521 -7.584970
672.000000 26.879999 26877.730469 999.900330 9.675991
673.000000 26.920000 26917.734375 999.988220 -5.281554
674.000000 26.959999 26957.730469 999.829102 -2.674181
675.000000 27.000000 26997.720703 999.952759 8.857841
676.000000 27.039999 27037.726562 999.948486 -9.071079
677.000000 27.080000 27077.716797 999.830566 3.176223
678.000000 27.119999 27117.712891 999.990723 4.830872
679.000000 27.160000 27157.716797 999.895813 -9.575471
680.000000 27.199999 27197.705078 999.862427 7.907516
681.000000 27.240000 27237.705078 1000.001648 -0.947847
682.000000 27.279999 27277.705078 999.849854 -6.643206
683.000000 27.320000 27317.693359 999.913147 9.806796
684.000000 27.359999 27357.697266 999.981628 -6.382863
685.000000 27.400000 27397.691406 999.826965 -1.350709
686.000000 27.439999 27437.681641 999.963806 8.193849
687.000000 27.480000 27477.685547 999.937805 -9.493772
688.000000 27.519999 27517.675781 999.836060 4.405414
689.000000 27.559999 27557.673828 999.996399 3.610737
690.000000 27.599998 27597.675781 999.884644 -9.197918
691.000000 27.639999 27637.664062 999.873108 8.621717
692.000000 27.680000 27677.666016 999.999939 -2.281685
693.000000 27.719999 27717.664062 999.842224 -5.603094
694.000000 27.760000 27757.654297 999.925110 9.748091
695.000000 27.799999 27797.658203 999.973145 -7.346733
696.000000 27.840000 27837.650391 999.825806 -0.020727
697.000000 27.879999 27877.642578 999.972900 7.374137
698.000000 27.920000 27917.646484 999.925537 -9.743354
699.000000 27.959999 27957.634766 999.841736 5.553233
700.000000 28.000000 27997.632812 999.999634 2.340593
